generation,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8
1451,10.4987,10.4987,10.4987,10.4987,10.4987,10.4987,10.6145,11.6999
1452,10.432,10.432,10.432,10.432,10.432,10.432,10.432,11.2624
1453,10.432,10.432,10.432,10.432,10.432,10.432,10.432,10.432
1454,10.432,10.432,10.432,10.432,10.432,10.432,10.432,10.432
1455,10.3713,10.3713,10.3713,10.3713,10.3713,10.3713,10.3713,11.2796
1456,10.3713,10.3713,10.3713,10.3713,10.3713,10.3713,10.3713,11.9705
1457,10.6471,10.6471,10.6471,10.6471,10.6471,10.6471,10.6471,10.6471
1458,9.95767,9.95767,9.95767,9.95767,9.95767,9.95767,10.6471,10.8849
1459,9.95767,9.95767,9.95767,9.95767,9.95767,9.95767,9.95767,11.0041
1460,9.91439,9.91439,9.91439,9.91439,9.91439,9.95767,11.5283,13.3112
1461,9.88695,9.88695,9.88695,9.88695,9.88695,9.88695,12.86,13.688
1462,9.88695,9.88695,9.88695,9.88695,9.88695,9.88695,10.9352,11.0576
1463,9.88695,9.88695,9.88695,9.88695,9.88695,9.88695,9.88695,12.1348
1464,10.6449,10.6449,10.6449,10.6449,10.6449,10.6449,11.5951,11.5951
1465,10.6449,10.6449,10.6449,10.6449,10.6449,10.6449,11.2336,13.3197
1466,10.5875,10.5875,10.5875,10.5875,10.5875,10.5875,10.5875,10.5875
1467,10.2755,10.2755,10.2755,10.2755,10.2755,10.6013,10.7321,10.7321
1468,10.1003,10.1003,10.1003,10.1003,10.2755,10.3878,10.3878,10.5875
1469,10.3212,10.3212,10.3212,10.3212,10.3878,11.0055,11.2211,14.2426
1470,10.3212,10.3212,10.3212,10.3212,10.3212,11.1441,11.2024,11.4653
1471,10.3212,10.3212,10.3212,10.3212,10.3212,10.3212,10.3212,10.3212
1472,10.3212,10.3212,10.3212,10.3212,10.3212,10.45,10.45,10.5185
1473,10.4576,10.4576,10.4576,10.4576,10.4576,10.4576,11.2817,12.0291
1474,10.4576,10.4576,10.4576,10.4576,10.4576,10.4576,11.0759,11.0759
1475,10.4576,10.4576,10.4576,10.4576,10.4576,10.4576,10.4576,10.4576
1476,10.4576,10.4576,10.4576,10.4576,10.4576,10.4576,10.7438,11.6801
1477,11.1649,11.1649,11.1649,11.1649,11.1649,11.1649,11.4958,11.4958
1478,11.1649,11.1649,11.1649,11.1649,11.1649,11.1649,11.1649,13.524
1479,11.1112,11.1112,11.1112,11.1112,11.1112,11.1112,11.1112,11.1649
1480,11.1112,11.1112,11.1112,11.1112,11.1112,11.1112,11.1112,11.195
1481,11.1112,11.1112,11.1112,11.1112,11.1112,11.1112,11.1112,12.0012
1482,11.1112,11.1112,11.1112,11.1112,11.1112,11.1112,11.1112,11.1112
1483,10.7188,10.7188,10.7188,10.7188,11.868,11.868,12.501,12.8355
1484,10.7188,10.7188,10.7188,10.7188,10.7188,10.7188,11.9153,13.9026
1485,10.7188,10.7188,10.7188,10.7188,10.7188,10.7188,10.7188,11.7919
1486,10.7188,10.7188,10.7188,10.7188,10.7188,10.7188,10.7188,10.7188
1487,10.6777,10.6777,10.6777,10.6777,10.6777,10.7188,10.7188,10.7188
1488,10.6777,10.6777,10.6777,10.6777,10.6777,10.6777,10.7188,11.7507
1489,10.6367,10.6367,10.6367,10.6367,10.7188,12.3987,12.4741,12.5055
1490,10.6318,10.6318,10.6318,10.6318,10.6318,11.0688,11.52,11.52
1491,10.6318,10.6318,10.6318,10.6318,10.6318,10.8532,10.8595,10.8595
1492,10.6318,10.6318,10.6318,10.6318,10.6318,10.6318,10.6318,10.8532
1493,10.3137,10.3137,10.3137,10.3137,10.3137,10.5962,10.6615,14.2073
1494,10.2744,10.2744,10.2744,10.2744,10.3137,10.3137,10.3137,10.9529
1495,10.0827,10.0827,10.0827,10.0827,10.0827,10.0827,10.2324,10.2324
1496,10.0827,10.0827,10.0827,10.0827,10.0827,10.0827,10.0827,10.0827
1497,10.0827,10.0827,10.0827,10.0827,10.0827,10.0827,10.0827,10.0827
1498,10.072,10.072,10.072,10.072,10.072,10.072,10.072,10.0827
1499,9.91732,9.91732,9.91732,9.91732,9.91732,9.91732,9.91732,10.072
1500,9.91732,9.91732,9.91732,9.91732,9.91732,9.91732,9.91732,13.5935
1501,9.91732,9.91732,9.91732,9.91732,9.91732,9.91732,9.91732,13.7949
1502,9.91732,9.91732,9.91732,9.91732,9.91732,9.91732,9.91732,9.91732
1503,9.91732,9.91732,9.91732,9.91732,9.91732,9.91732,11.4259,11.4259
1504,9.91732,9.91732,9.91732,9.91732,10.5746,11.0436,11.0436,12.1151
1505,9.9687,9.9687,9.9687,9.9687,9.9687,9.9687,9.9687,9.9687
1506,9.9687,9.9687,9.9687,9.9687,9.9687,9.9687,9.9687,9.9687
1507,9.91912,9.91912,9.91912,9.91912,9.9687,9.9687,10.2956,10.5527
1508,9.5842,9.5842,9.5842,9.5842,9.5842,9.5842,9.90699,9.9687
1509,9.5842,9.5842,9.5842,9.5842,9.5842,9.5842,9.7979,9.87846
1510,9.81802,9.81802,9.81802,9.81802,9.81802,9.81802,10.2796,11.9706
1511,9.5842,9.5842,9.5842,9.5842,9.5842,9.5842,9.5842,9.81802
1512,9.5842,9.5842,9.5842,9.5842,9.5842,9.5842,9.5842,9.5842
1513,9.5842,9.5842,9.5842,9.5842,9.5842,9.5842,9.5842,9.5842
1514,9.56828,9.56828,9.56828,9.56828,9.56828,9.56828,9.5842,9.5842
1515,9.56828,9.56828,9.56828,9.56828,9.56828,9.56828,9.56828,9.56828
1516,9.56828,9.56828,9.56828,9.56828,9.56828,9.56828,9.56828,9.56828
1517,9.53618,9.53618,9.53618,9.53618,9.53618,9.56828,9.56828,10.5663
1518,9.53618,9.53618,9.53618,9.53618,9.53618,9.56828,10.3267,11.1806
1519,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,9.77463,11.1806
1520,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618
1521,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618
1522,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,11.9616,12.6721
1523,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618
1524,9.53618,9.53618,9.53618,9.53618,9.53618,10.2264,10.5229,11.0119
1525,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,10.7277,13.256
1526,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,10.4789,11.3831
1527,9.68682,9.68682,9.68682,9.68682,9.68682,9.68682,10.045,10.7329
1528,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,9.96025
1529,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,9.74408,10.4709
1530,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,9.93387,12.1335
1531,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,10.3455
1532,9.53618,9.53618,9.53618,9.53618,9.53618,10.0044,10.0044,10.3832
1533,9.53618,9.53618,9.53618,9.53618,9.53618,9.53618,11.0941,11.1951
1534,10.2524,10.2524,10.2524,10.2524,10.2524,10.2524,10.2828,10.5261
1535,10.0086,10.0086,10.0086,10.0086,10.0086,10.2425,11.9082,12.4867
1536,10.0086,10.0086,10.0086,10.0086,10.2304,10.2304,10.728,11.2894
1537,10.1001,10.1001,10.1001,10.1001,10.1001,10.1001,10.9881,12.0048
1538,10.1001,10.1001,10.1001,10.1001,10.1001,10.6704,11.1055,12.1538
1539,10.0824,10.0824,10.0824,10.0824,10.0824,10.0824,10.1001,12.083
1540,10.0824,10.0824,10.0824,10.0824,10.0824,10.2461,10.2461,11.2591
1541,9.78854,9.78854,9.78854,9.78854,9.78854,9.78854,10.0824,10.2461
1542,9.78854,9.78854,9.78854,9.78854,9.7912,9.7912,9.7912,10.5605
1543,9.72026,9.72026,9.72026,9.72026,9.72026,9.72026,9.99257,16.0991
1544,9.72026,9.72026,9.72026,9.72026,9.72026,9.72026,10.8746,10.9711
1545,9.72026,9.72026,9.72026,9.72026,9.72026,9.72026,9.72026,9.72026
1546,9.72026,9.72026,9.72026,9.72026,9.72026,9.72026,9.72026,9.72026
1547,9.72026,9.72026,9.72026,9.72026,9.72026,9.72026,9.76581,10.9913
1548,10.0706,10.0706,10.0706,10.0706,10.0706,10.3592,10.8505,11.0842
1549,10.0706,10.0706,10.0706,10.0706,10.1513,10.1513,10.1513,10.9222
1550,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.9708
1551,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.9709
1552,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.9709
1553,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,11.0448,12.0163
1554,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,11.6745,12.1493
1555,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.7391,10.7391
1556,10.0706,10.0706,10.0706,10.0706,10.0706,10.5862,10.5862,11.055
1557,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.5862,11.8264
1558,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,11.2318,12.2554
1559,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,12.6281
1560,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.3786,12.4801
1561,10.0706,10.0706,10.0706,10.0706,10.0706,10.3618,11.3145,13.3693
1562,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706
1563,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,12.4814,12.4814
1564,10.0706,10.0706,10.0706,10.0706,10.0706,10.0706,10.9634,10.9634
1565,9.96619,9.96619,9.96619,9.96619,9.96619,9.96619,9.96619,10.7016
1566,9.96619,9.96619,9.96619,9.96619,9.96619,9.96619,9.96619,9.96619
1567,9.96619,9.96619,9.96619,9.96619,9.96619,9.96619,9.96619,9.96619
1568,9.85873,9.85873,9.85873,9.85873,9.85873,9.96619,9.96619,10.8346
1569,9.85785,9.85785,9.85785,9.85785,9.85785,9.85873,9.85873,11.292
