generation,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8
51,23.2048,23.2048,23.2048,23.2048,23.2048,23.2048,23.2048,30.4654
52,23.2048,23.2048,23.2048,23.2048,23.2048,23.2048,23.2048,26.2275
53,23.2048,23.2048,23.2048,23.2048,23.2048,23.2048,23.2048,23.2048
54,23.2048,23.2048,23.2048,23.2048,23.2048,23.2048,23.2048,24.5388
55,23.2048,23.2048,23.2048,23.2048,23.2048,23.2048,23.2048,25.7644
56,22.1472,22.1472,22.1472,22.1472,22.1472,22.1472,24.0935,30.8641
57,22.1472,22.1472,22.1472,22.1472,22.1472,22.1472,23.0359,28.1181
58,22.1472,22.1472,22.1472,22.1472,22.1472,22.9874,23.9274,25.9705
59,22.1472,22.1472,22.1472,22.1472,22.1472,22.4428,25.314,27.4467
60,23.517,23.517,23.517,23.517,25.3951,28.2149,28.4443,28.8335
61,23.517,23.517,23.517,23.517,29.8766,30.2748,30.2748,40.2562
62,25.1644,25.1644,25.1644,25.1644,35.4649,35.4649,36.9216,36.9216
63,25.1644,25.1644,25.1644,25.1644,28.9784,31.2175,31.2175,37.2408
64,25.7572,25.7572,25.7572,25.7572,25.7572,25.7572,25.7572,25.7572
65,25.7572,25.7572,25.7572,25.7572,25.7572,25.7572,27.7039,27.7039
66,25.7572,25.7572,25.7572,25.7572,25.7572,25.7572,25.7572,25.7572
67,25.7572,25.7572,25.7572,25.7572,25.7572,25.7572,34.8431,34.8431
68,25.7572,25.7572,25.7572,25.7572,25.7572,25.7572,27.0413,27.0413
69,25.5632,25.5632,25.5632,25.5632,25.5632,25.5632,25.7572,30.6309
70,24.9699,24.9699,24.9699,24.9699,24.9699,25.5632,28.1913,28.267
71,24.9699,24.9699,24.9699,24.9699,24.9699,24.9699,27.0218,27.5062
72,24.9699,24.9699,24.9699,24.9699,24.9699,24.9699,26.8278,27.1308
73,24.9699,24.9699,24.9699,24.9699,24.9699,24.9699,24.9699,27.5798
74,24.9699,24.9699,24.9699,24.9699,24.9699,24.9699,24.9699,24.9699
75,24.9699,24.9699,24.9699,24.9699,24.9699,24.9699,24.9699,24.9699
76,24.9699,24.9699,24.9699,24.9699,24.9699,24.9699,25.4572,27.8334
77,25.7308,25.7308,25.7308,25.7308,25.7308,26.2449,27.9454,29.9573
78,25.2873,25.2873,25.2873,25.2873,25.2873,25.2873,30.316,30.316
79,25.022,25.022,25.022,25.022,25.022,25.022,26.2131,28.0416
80,25.022,25.022,25.022,25.022,25.022,25.022,25.8108,26.6322
81,24.7112,24.7112,24.7112,24.7112,24.7112,24.7112,24.7112,27.1271
82,24.7112,24.7112,24.7112,24.7112,24.7112,24.7112,24.7112,24.7131
83,24.7112,24.7112,24.7112,24.7112,24.7112,24.7112,24.7112,24.7112
84,23.9964,23.9964,23.9964,23.9964,23.9964,23.9964,24.7112,27.5515
85,23.5444,23.5444,23.5444,23.5444,23.5444,23.5444,23.5444,31.4756
86,25.2099,25.2099,25.9784,25.9784,25.9784,29.3223,31.9883,31.9883
87,25.9784,25.9784,25.9784,25.9784,25.9784,26.4249,27.569,28.0623
88,25.9784,25.9784,25.9784,25.9784,25.9784,25.9784,25.9784,26.8119
89,25.9784,25.9784,25.9784,25.9784,25.9784,25.9784,25.9784,32.4634
90,25.9784,25.9784,25.9784,25.9784,25.9784,25.9784,25.9784,25.9784
91,23.0504,23.0504,23.0504,23.0504,25.9784,25.9784,27.8515,30.2178
92,23.0504,23.0504,23.0504,23.0504,23.0504,23.0504,25.9784,26.5774
93,23.0504,23.0504,23.0504,23.0504,23.0504,23.0504,23.0504,23.0504
94,23.0504,23.0504,23.0504,23.0504,23.1001,23.1001,27.0725,27.0725
95,23.0504,23.0504,23.0504,23.0504,23.0504,24.5428,26.8652,27.7261
96,23.0504,23.0504,23.0504,23.0504,23.0504,25.6182,25.6182,28.4115
97,23.0504,23.0504,23.0504,23.0504,24.1258,24.1258,26.2927,28.4115
98,23.0504,23.0504,23.0504,23.0504,23.0504,23.0504,23.0504,23.6014
99,22.6279,22.6279,22.6279,22.6279,22.6279,23.0504,23.6014,25.9519
100,22.6279,22.6279,22.6279,23.0726,23.0726,23.0726,27.1245,29.7302
101,22.6279,22.6279,22.6279,22.6279,22.6279,24.0179,24.4194,32.5356
102,22.6279,22.6279,22.6279,22.6279,22.6279,22.6279,22.6279,30.1045
103,22.6279,22.6279,22.6279,22.6279,22.6279,22.6279,25.7326,28.9031
104,22.6279,22.6279,22.6279,22.6279,22.6279,24.1613,28.2226,28.9031
105,23.4044,23.4044,23.4044,23.4044,23.4044,26.195,26.195,27.0851
106,25.1567,25.1567,25.1567,25.1567,25.1864,25.8437,26.6554,27.2087
107,24.7619,24.7619,24.7619,24.7619,24.7619,24.7619,24.8072,25.1567
108,24.7619,24.7619,24.7619,24.7619,26.2864,26.5335,26.5335,26.5593
109,24.7619,24.7619,24.7619,24.7619,24.7619,25.8689,26.5335,26.5335
110,24.7619,24.7619,24.7619,24.7619,24.7619,24.7619,24.7619,25.8813
111,24.7619,24.7619,24.7619,24.7619,24.7619,24.7619,24.7619,25.8813
